Time (s),Ay (m/s²),Fᵧ (N)
14.3100004196167,-5.487817764282227,0.6674035787582397
14.3149995803833,-5.5936384201049805,0.6543666124343872
14.319999694824219,-5.649751663208008,0.6417791843414307
14.324999809265137,-5.713402271270752,0.6300908327102661
14.329999923706055,-5.78373384475708,0.6175034046173096
14.335000038146973,-5.879756927490234,0.6040168404579163
14.34000015258789,-5.949214935302734,0.5851356387138367
14.345000267028809,-6.0695977210998535,0.5653554201126099
14.350000381469727,-6.182389259338379,0.5446760058403015
14.354999542236328,-6.282658100128174,0.5257948637008667
14.359999656677246,-6.271893501281738,0.5046659111976624
14.364999771118164,-6.500801086425781,0.47994062304496765
14.369999885559082,-6.64560604095459,0.45611441135406494
14.375,-6.80723237991333,0.43228819966316223
14.380000114440918,-6.95659065246582,0.40711331367492676
14.385000228881836,-7.088491439819336,0.3814888596534729
14.390000343322754,-7.228600025177002,0.35451579093933105
14.395000457763672,-7.391099452972412,0.32574450969696045
14.399999618530273,-7.522964954376221,0.29697322845458984
14.404999732971191,-7.654976844787598,0.2700001299381256
14.40999984741211,-7.8553547859191895,0.24032974243164062
14.414999961853027,-8.025039672851562,0.2079620510339737
14.420000076293945,-8.203682899475098,0.17559434473514557
14.425000190734863,-8.337343215942383,0.1454744040966034
14.430000305175781,-8.517751693725586,0.11805178970098495
14.4350004196167,-8.647027015686035,0.08883094787597656
14.4399995803833,-8.79854965209961,0.05556414648890495
14.444999694824219,-9.152005195617676,0.02229735255241394
14.449999809265137,-9.295405387878418,-0.008721691556274891
14.454999923706055,-9.473465919494629,-0.03974073380231857
14.460000038146973,-9.619973182678223,-0.07435618340969086
14.46500015258789,-9.822299003601074,-0.11121939867734909
14.470000267028809,-9.970100402832031,-0.1494312733411789
14.475000381469727,-10.177692413330078,-0.18224851787090302
14.479999542236328,-10.32751750946045,-0.21326756477355957
14.484999656677246,-10.521343231201172,-0.24338750541210175
14.489999771118164,-10.69493293762207,-0.26811283826828003
14.494999885559082,-10.825489044189453,-0.2937372326850891
14.5,-11.056352615356445,-0.3225085139274597
14.505000114440918,-11.218798637390137,-0.35487619042396545
14.510000228881836,-11.40534782409668,-0.3863448202610016
14.515000343322754,-11.545868873596191,-0.4151161015033722
14.520000457763672,-11.698343276977539,-0.4425387382507324
14.524999618530273,-11.838858604431152,-0.4767046868801117
14.529999732971191,-11.963282585144043,-0.5095219016075134
14.53499984741211,-12.1650390625,-0.5364949703216553
14.539999961853027,-12.334297180175781,-0.5643671751022339
14.545000076293945,-12.49250316619873,-0.590441107749939
14.550000190734863,-12.641973495483398,-0.616515040397644
14.555000305175781,-12.79223918914795,-0.6434881687164307
14.5600004196167,-12.94516372680664,-0.6691125631332397
14.5649995803833,-13.082252502441406,-0.6942874193191528
14.569999694824219,-13.203579902648926,-0.7158659100532532
14.574999809265137,-13.268136024475098,-0.73564612865448
14.579999923706055,-13.422569274902344,-0.7590228319168091
14.585000038146973,-13.564043045043945,-0.7801517844200134
14.59000015258789,-13.641213417053223,-0.7990329265594482
14.595000267028809,-13.695487022399902,-0.8156662583351135
14.600000381469727,-13.800118446350098,-0.8305014371871948
14.604999542236328,-13.886591911315918,-0.8489331007003784
14.609999656677246,-13.995087623596191,-0.8673647046089172
14.614999771118164,-14.064875602722168,-0.8808512091636658
14.619999885559082,-14.037368774414062,-0.8916404843330383
14.625,-14.093188285827637,-0.9006314873695374
14.630000114440918,-14.218454360961914,-0.9082738161087036
14.635000228881836,-14.264612197875977,-0.9168154001235962
14.640000343322754,-14.28903579711914,-0.9267054796218872
14.645000457763672,-14.299185752868652,-0.9321000576019287
14.649999618530273,-14.32925033569336,-0.935696542263031
14.654999732971191,-14.345298767089844,-0.9397424459457397
14.65999984741211,-14.361181259155273,-0.9428893327713013
14.664999961853027,-14.36013126373291,-0.944238007068634
14.670000076293945,-14.307912826538086,-0.9437884092330933
14.675000190734863,-14.30384635925293,-0.9383938312530518
14.680000305175781,-14.323078155517578,-0.9347974061965942
14.6850004196167,-14.282651901245117,-0.9312009811401367
14.6899995803833,-14.205143928527832,-0.9267054200172424
14.694999694824219,-14.168890953063965,-0.9186135530471802
14.699999809265137,-14.159360885620117,-0.9109711647033691
14.704999923706055,-14.063136100769043,-0.9024296998977661
14.710000038146973,-14.003969192504883,-0.8916404843330383
14.71500015258789,-13.94796371459961,-0.877704381942749
14.720000267028809,-13.863621711730957,-0.861970067024231
14.725000381469727,-13.855928421020508,-0.8466852903366089
14.729999542236328,-13.74638557434082,-0.8322996497154236
14.734999656677246,-13.620153427124023,-0.8174644708633423
14.739999771118164,-13.457465171813965,-0.7985833287239075
14.744999885559082,-13.46359920501709,-0.7806013226509094
14.75,-13.340136528015137,-0.7617201209068298
14.755000114440918,-13.188533782958984,-0.7414903044700623
14.760000228881836,-13.103246688842773,-0.7163153886795044
14.765000343322754,-12.93702507019043,-0.6906909942626953
14.770000457763672,-12.573780059814453,-0.667763888835907
14.774999618530273,-12.649406433105469,-0.6475341320037842
14.779999732971191,-12.557339668273926,-0.6214602589607239
14.78499984741211,-12.355469703674316,-0.596734881401062
14.789999961853027,-12.153524398803711,-0.5720095634460449
14.795000076293945,-12.038613319396973,-0.5432382822036743
14.800000190734863,-11.916956901550293,-0.512219250202179
14.805000305175781,-11.742256164550781,-0.47985151410102844
14.8100004196167,-11.555259704589844,-0.4479333460330963
14.8149995803833,-11.40959358215332,-0.41736385226249695
14.819999694824219,-11.28433609008789,-0.38679438829421997
14.824999809265137,-10.720409393310547,-0.35577529668807983
14.829999923706055,-10.80320930480957,-0.3243066966533661
14.835000038146973,-10.762672424316406,-0.29193902015686035
14.84000015258789,-10.562590599060059,-0.2645164132118225
14.845000267028809,-10.388168334960938,-0.24338750541210175
14.850000381469727,-10.205854415893555,-0.21911172568798065
14.854999542236328,-10.02424430847168,-0.1871935874223709
14.859999656677246,-9.841442108154297,-0.1543763130903244
14.864999771118164,-9.681145668029785,-0.12245818227529526
14.869999885559082,-9.505927085876465,-0.08739316463470459
14.875,-9.339232444763184,-0.05502547696232796
14.880000114440918,-9.160870552062988,-0.02445598877966404
14.885000228881836,-8.984273910522461,0.00881081074476242
14.890000343322754,-8.778966903686523,0.03982985392212868
14.895000457763672,-8.573450088500977,0.07219754904508591
14.899999618530273,-8.410737991333008,0.10771211236715317
